728	1307	24.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	140.0
728	1498	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
1307	1498	24.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	140.0
215	1540	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
215	1768	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
1540	1768	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
671	1344	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
144	2971	32.0	4.0	4.0	8.0	4.0	40.0	0.0	16.0	40.0	148.0
728	1307	24.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	140.0
728	1498	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
1307	1498	24.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	140.0
215	1540	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
215	1768	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
1540	1768	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
671	1344	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
144	2971	32.0	4.0	4.0	8.0	4.0	40.0	0.0	16.0	40.0	148.0
728	1307	24.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	140.0
728	1498	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
1307	1498	24.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	140.0
215	1540	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
215	1768	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
1540	1768	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
671	1344	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
144	2971	32.0	4.0	4.0	8.0	4.0	40.0	0.0	16.0	40.0	148.0
728	1307	24.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	140.0
728	1498	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
1307	1498	24.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	140.0
215	1540	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
215	1768	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
1540	1768	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
671	1344	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
144	2971	32.0	4.0	4.0	8.0	4.0	40.0	0.0	16.0	40.0	148.0
728	1307	24.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	140.0
728	1498	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
1307	1498	24.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	140.0
215	1540	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
215	1768	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
1540	1768	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
671	1344	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
144	2971	32.0	4.0	4.0	8.0	4.0	40.0	0.0	16.0	40.0	148.0
728	1307	24.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	140.0
728	1498	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
1307	1498	24.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	140.0
215	1540	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
215	1768	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
1540	1768	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
671	1344	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
144	2971	32.0	4.0	4.0	8.0	4.0	40.0	0.0	16.0	40.0	148.0
8	1671	0.0	4.0	4.0	8.0	4.0	40.0	16.0	16.0	40.0	132.0
8	1689	32.0	4.0	4.0	8.0	4.0	40.0	16.0	16.0	40.0	164.0
8	2909	0.0	0.0	3.0	8.0	0.0	40.0	0.0	16.0	0.0	67.0
1671	1689	0.0	4.0	4.0	8.0	4.0	40.0	16.0	16.0	40.0	132.0
1671	2909	0.0	0.0	3.0	8.0	0.0	40.0	0.0	16.0	0.0	67.0
1689	2909	0.0	0.0	3.0	8.0	0.0	40.0	0.0	16.0	0.0	67.0
607	2711	0.0	0.0	4.0	8.0	4.0	40.0	0.0	0.0	40.0	96.0
728	1307	24.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	140.0
728	1498	32.0	4.0	4.0	8.0	4.0	40.0	16.0	0.0	40.0	148.0
